website_session_id,pageview_count,session_duration_seconds,converted,order_revenue_usd,gross_profit_usd
82,1,0.0,0,0.0,0.0
83,1,0.0,0,0.0,0.0
84,1,0.0,0,0.0,0.0
85,1,0.0,0,0.0,0.0
86,1,0.0,0,0.0,0.0
87,3,304.0,0,0.0,0.0
88,1,0.0,0,0.0,0.0
89,1,0.0,0,0.0,0.0
90,6,779.0,0,0.0,0.0
91,1,0.0,0,0.0,0.0
92,1,0.0,0,0.0,0.0
93,1,0.0,0,0.0,0.0
94,1,0.0,0,0.0,0.0
95,1,0.0,0,0.0,0.0
96,1,0.0,0,0.0,0.0
97,4,768.0,0,0.0,0.0
98,1,0.0,0,0.0,0.0
99,1,0.0,0,0.0,0.0
100,6,678.0,0,0.0,0.0
101,2,221.0,0,0.0,0.0
102,1,0.0,0,0.0,0.0
103,1,0.0,0,0.0,0.0
104,7,813.0,1,49.99,30.500000000000004
105,1,0.0,0,0.0,0.0
106,1,0.0,0,0.0,0.0
107,4,713.0,0,0.0,0.0
108,3,362.0,0,0.0,0.0
109,3,464.0,0,0.0,0.0
110,1,0.0,0,0.0,0.0
111,1,0.0,0,0.0,0.0
112,1,0.0,0,0.0,0.0
113,1,0.0,0,0.0,0.0
114,1,0.0,0,0.0,0.0
115,6,598.0,0,0.0,0.0
116,1,0.0,0,0.0,0.0
117,1,0.0,0,0.0,0.0
118,3,349.0,0,0.0,0.0
119,1,0.0,0,0.0,0.0
120,1,0.0,0,0.0,0.0
121,2,25.0,0,0.0,0.0
122,1,0.0,0,0.0,0.0
123,1,0.0,0,0.0,0.0
124,1,0.0,0,0.0,0.0
125,3,333.0,0,0.0,0.0
126,4,643.0,0,0.0,0.0
127,1,0.0,0,0.0,0.0
128,3,295.0,0,0.0,0.0
129,1,0.0,0,0.0,0.0
130,1,0.0,0,0.0,0.0
131,3,324.0,0,0.0,0.0
132,3,406.0,0,0.0,0.0
133,2,344.0,0,0.0,0.0
134,1,0.0,0,0.0,0.0
135,1,0.0,0,0.0,0.0
136,1,0.0,0,0.0,0.0
137,1,0.0,0,0.0,0.0
138,1,0.0,0,0.0,0.0
139,1,0.0,0,0.0,0.0
140,1,0.0,0,0.0,0.0
141,1,0.0,0,0.0,0.0
142,1,0.0,0,0.0,0.0
143,1,0.0,0,0.0,0.0
144,1,0.0,0,0.0,0.0
145,1,0.0,0,0.0,0.0
146,1,0.0,0,0.0,0.0
147,7,1369.0,1,49.99,30.500000000000004
148,1,0.0,0,0.0,0.0
149,1,0.0,0,0.0,0.0
150,1,0.0,0,0.0,0.0
151,1,0.0,0,0.0,0.0
152,6,724.0,0,0.0,0.0
153,2,61.0,0,0.0,0.0
154,3,166.0,0,0.0,0.0
155,1,0.0,0,0.0,0.0
156,3,116.0,0,0.0,0.0
157,1,0.0,0,0.0,0.0
158,1,0.0,0,0.0,0.0
159,2,295.0,0,0.0,0.0
160,7,1070.0,1,49.99,30.500000000000004
161,1,0.0,0,0.0,0.0
162,2,155.0,0,0.0,0.0
163,2,282.0,0,0.0,0.0
164,1,0.0,0,0.0,0.0
165,6,837.0,0,0.0,0.0
166,1,0.0,0,0.0,0.0
167,1,0.0,0,0.0,0.0
168,1,0.0,0,0.0,0.0
169,3,133.0,0,0.0,0.0
170,1,0.0,0,0.0,0.0
171,3,447.0,0,0.0,0.0
172,2,192.0,0,0.0,0.0
173,5,646.0,0,0.0,0.0
174,2,219.0,0,0.0,0.0
175,1,0.0,0,0.0,0.0
176,1,0.0,0,0.0,0.0
177,7,780.0,1,49.99,30.500000000000004
178,1,0.0,0,0.0,0.0
179,3,300.0,0,0.0,0.0
180,1,0.0,0,0.0,0.0
181,1,0.0,0,0.0,0.0
182,1,0.0,0,0.0,0.0
183,1,0.0,0,0.0,0.0
184,6,442.0,0,0.0,0.0
185,1,0.0,0,0.0,0.0
186,1,0.0,0,0.0,0.0
187,1,0.0,0,0.0,0.0
188,1,0.0,0,0.0,0.0
189,3,176.0,0,0.0,0.0
190,1,0.0,0,0.0,0.0
191,1,0.0,0,0.0,0.0
192,3,509.0,0,0.0,0.0
193,1,0.0,0,0.0,0.0
194,1,0.0,0,0.0,0.0
195,1,0.0,0,0.0,0.0
196,1,0.0,0,0.0,0.0
197,3,407.0,0,0.0,0.0
198,1,0.0,0,0.0,0.0
199,1,0.0,0,0.0,0.0
200,1,0.0,0,0.0,0.0
201,3,362.0,0,0.0,0.0
202,1,0.0,0,0.0,0.0
203,3,318.0,0,0.0,0.0
204,1,0.0,0,0.0,0.0
205,1,0.0,0,0.0,0.0
206,1,0.0,0,0.0,0.0
207,2,52.0,0,0.0,0.0
208,1,0.0,0,0.0,0.0
209,1,0.0,0,0.0,0.0
210,1,0.0,0,0.0,0.0
211,6,514.0,0,0.0,0.0
212,1,0.0,0,0.0,0.0
213,1,0.0,0,0.0,0.0
214,1,0.0,0,0.0,0.0
215,1,0.0,0,0.0,0.0
216,1,0.0,0,0.0,0.0
217,3,166.0,0,0.0,0.0
218,1,0.0,0,0.0,0.0
219,1,0.0,0,0.0,0.0
220,1,0.0,0,0.0,0.0
221,1,0.0,0,0.0,0.0
222,2,138.0,0,0.0,0.0
223,4,585.0,0,0.0,0.0
224,2,178.0,0,0.0,0.0
225,1,0.0,0,0.0,0.0
226,3,338.0,0,0.0,0.0
227,3,307.0,0,0.0,0.0
228,1,0.0,0,0.0,0.0
229,1,0.0,0,0.0,0.0
230,1,0.0,0,0.0,0.0
231,6,928.0,0,0.0,0.0
232,7,1105.0,1,49.99,30.500000000000004
233,5,556.0,0,0.0,0.0
234,2,65.0,0,0.0,0.0
235,1,0.0,0,0.0,0.0
236,1,0.0,0,0.0,0.0
237,2,260.0,0,0.0,0.0
238,1,0.0,0,0.0,0.0
239,2,331.0,0,0.0,0.0
240,1,0.0,0,0.0,0.0
241,7,1060.0,1,49.99,30.500000000000004
242,1,0.0,0,0.0,0.0
243,1,0.0,0,0.0,0.0
244,2,81.0,0,0.0,0.0
245,1,0.0,0,0.0,0.0
246,3,336.0,0,0.0,0.0
247,3,381.0,0,0.0,0.0
248,3,448.0,0,0.0,0.0
249,1,0.0,0,0.0,0.0
250,1,0.0,0,0.0,0.0
251,1,0.0,0,0.0,0.0
252,2,48.0,0,0.0,0.0
253,1,0.0,0,0.0,0.0
254,1,0.0,0,0.0,0.0
255,1,0.0,0,0.0,0.0
256,1,0.0,0,0.0,0.0
257,1,0.0,0,0.0,0.0
258,1,0.0,0,0.0,0.0
259,1,0.0,0,0.0,0.0
260,1,0.0,0,0.0,0.0
261,1,0.0,0,0.0,0.0
262,2,171.0,0,0.0,0.0
263,1,0.0,0,0.0,0.0
264,2,267.0,0,0.0,0.0
265,1,0.0,0,0.0,0.0
266,1,0.0,0,0.0,0.0
267,1,0.0,0,0.0,0.0
268,2,222.0,0,0.0,0.0
269,1,0.0,0,0.0,0.0
270,1,0.0,0,0.0,0.0
271,3,195.0,0,0.0,0.0
272,3,469.0,0,0.0,0.0
273,1,0.0,0,0.0,0.0
274,1,0.0,0,0.0,0.0
275,1,0.0,0,0.0,0.0
276,1,0.0,0,0.0,0.0
277,1,0.0,0,0.0,0.0
278,2,50.0,0,0.0,0.0
279,2,144.0,0,0.0,0.0
280,1,0.0,0,0.0,0.0
281,1,0.0,0,0.0,0.0
282,1,0.0,0,0.0,0.0
283,6,302.0,0,0.0,0.0
284,2,241.0,0,0.0,0.0
285,1,0.0,0,0.0,0.0
286,6,704.0,0,0.0,0.0
287,1,0.0,0,0.0,0.0
288,1,0.0,0,0.0,0.0
289,3,415.0,0,0.0,0.0
290,1,0.0,0,0.0,0.0
291,1,0.0,0,0.0,0.0
292,1,0.0,0,0.0,0.0
293,1,0.0,0,0.0,0.0
294,1,0.0,0,0.0,0.0
295,7,707.0,1,49.99,30.500000000000004
296,2,171.0,0,0.0,0.0
297,1,0.0,0,0.0,0.0
298,1,0.0,0,0.0,0.0
299,1,0.0,0,0.0,0.0
300,1,0.0,0,0.0,0.0
301,4,268.0,0,0.0,0.0
302,1,0.0,0,0.0,0.0
303,1,0.0,0,0.0,0.0
304,7,1131.0,1,49.99,30.500000000000004
305,1,0.0,0,0.0,0.0
306,1,0.0,0,0.0,0.0
307,1,0.0,0,0.0,0.0
308,1,0.0,0,0.0,0.0
309,1,0.0,0,0.0,0.0
310,2,149.0,0,0.0,0.0
311,2,311.0,0,0.0,0.0
312,1,0.0,0,0.0,0.0
313,2,75.0,0,0.0,0.0
314,1,0.0,0,0.0,0.0
315,1,0.0,0,0.0,0.0
316,1,0.0,0,0.0,0.0
317,7,944.0,1,49.99,30.500000000000004
318,1,0.0,0,0.0,0.0
319,3,330.0,0,0.0,0.0
320,1,0.0,0,0.0,0.0
321,7,979.0,1,49.99,30.500000000000004
322,1,0.0,0,0.0,0.0
323,1,0.0,0,0.0,0.0
324,1,0.0,0,0.0,0.0
325,1,0.0,0,0.0,0.0
326,1,0.0,0,0.0,0.0
327,7,1395.0,1,49.99,30.500000000000004
328,1,0.0,0,0.0,0.0
329,2,304.0,0,0.0,0.0
330,2,24.0,0,0.0,0.0
331,2,116.0,0,0.0,0.0
332,7,954.0,1,49.99,30.500000000000004
333,1,0.0,0,0.0,0.0
334,1,0.0,0,0.0,0.0
335,1,0.0,0,0.0,0.0
336,7,960.0,1,49.99,30.500000000000004
337,1,0.0,0,0.0,0.0
338,1,0.0,0,0.0,0.0
339,6,960.0,0,0.0,0.0
340,3,377.0,0,0.0,0.0
341,3,313.0,0,0.0,0.0
342,1,0.0,0,0.0,0.0
343,1,0.0,0,0.0,0.0
344,3,340.0,0,0.0,0.0
345,1,0.0,0,0.0,0.0
346,1,0.0,0,0.0,0.0
347,1,0.0,0,0.0,0.0
348,6,720.0,0,0.0,0.0
349,1,0.0,0,0.0,0.0
350,3,508.0,0,0.0,0.0
351,3,249.0,0,0.0,0.0
352,1,0.0,0,0.0,0.0
353,1,0.0,0,0.0,0.0
354,1,0.0,0,0.0,0.0
355,3,441.0,0,0.0,0.0
356,3,593.0,0,0.0,0.0
357,3,418.0,0,0.0,0.0
358,1,0.0,0,0.0,0.0
359,3,407.0,0,0.0,0.0
360,1,0.0,0,0.0,0.0
361,4,630.0,0,0.0,0.0
362,3,401.0,0,0.0,0.0
363,3,448.0,0,0.0,0.0
364,1,0.0,0,0.0,0.0
365,1,0.0,0,0.0,0.0
366,1,0.0,0,0.0,0.0
367,1,0.0,0,0.0,0.0
368,1,0.0,0,0.0,0.0
369,1,0.0,0,0.0,0.0
370,2,155.0,0,0.0,0.0
371,4,384.0,0,0.0,0.0
372,1,0.0,0,0.0,0.0
373,1,0.0,0,0.0,0.0
374,4,438.0,0,0.0,0.0
375,3,447.0,0,0.0,0.0
376,2,311.0,0,0.0,0.0
377,3,220.0,0,0.0,0.0
378,1,0.0,0,0.0,0.0
379,2,138.0,0,0.0,0.0
380,1,0.0,0,0.0,0.0
381,1,0.0,0,0.0,0.0
382,4,393.0,0,0.0,0.0
383,1,0.0,0,0.0,0.0
384,1,0.0,0,0.0,0.0
385,2,178.0,0,0.0,0.0
386,4,378.0,0,0.0,0.0
387,3,340.0,0,0.0,0.0
388,1,0.0,0,0.0,0.0
389,1,0.0,0,0.0,0.0
390,2,155.0,0,0.0,0.0
391,5,791.0,0,0.0,0.0
392,1,0.0,0,0.0,0.0
393,1,0.0,0,0.0,0.0
394,1,0.0,0,0.0,0.0
395,1,0.0,0,0.0,0.0
396,1,0.0,0,0.0,0.0
397,1,0.0,0,0.0,0.0
398,2,329.0,0,0.0,0.0
399,1,0.0,0,0.0,0.0
400,1,0.0,0,0.0,0.0
401,2,228.0,0,0.0,0.0
402,3,498.0,0,0.0,0.0
403,3,367.0,0,0.0,0.0
404,2,73.0,0,0.0,0.0
405,1,0.0,0,0.0,0.0
406,1,0.0,0,0.0,0.0
407,4,510.0,0,0.0,0.0
408,1,0.0,0,0.0,0.0
409,1,0.0,0,0.0,0.0
410,3,160.0,0,0.0,0.0
411,1,0.0,0,0.0,0.0
412,3,281.0,0,0.0,0.0
413,1,0.0,0,0.0,0.0
414,1,0.0,0,0.0,0.0
415,1,0.0,0,0.0,0.0
416,1,0.0,0,0.0,0.0
417,1,0.0,0,0.0,0.0
418,3,256.0,0,0.0,0.0
419,1,0.0,0,0.0,0.0
420,1,0.0,0,0.0,0.0
421,2,232.0,0,0.0,0.0
422,3,196.0,0,0.0,0.0
423,4,333.0,0,0.0,0.0
424,1,0.0,0,0.0,0.0
425,3,135.0,0,0.0,0.0
426,1,0.0,0,0.0,0.0
427,1,0.0,0,0.0,0.0
428,7,972.0,1,49.99,30.500000000000004
429,3,201.0,0,0.0,0.0
430,2,105.0,0,0.0,0.0
431,1,0.0,0,0.0,0.0
432,1,0.0,0,0.0,0.0
433,3,588.0,0,0.0,0.0
434,7,1318.0,1,49.99,30.500000000000004
435,1,0.0,0,0.0,0.0
436,3,330.0,0,0.0,0.0
437,2,298.0,0,0.0,0.0
438,1,0.0,0,0.0,0.0
439,5,709.0,0,0.0,0.0
440,3,108.0,0,0.0,0.0
441,3,304.0,0,0.0,0.0
442,1,0.0,0,0.0,0.0
443,3,247.0,0,0.0,0.0
444,1,0.0,0,0.0,0.0
445,1,0.0,0,0.0,0.0
446,2,103.0,0,0.0,0.0
447,1,0.0,0,0.0,0.0
448,1,0.0,0,0.0,0.0
449,1,0.0,0,0.0,0.0
450,1,0.0,0,0.0,0.0
451,1,0.0,0,0.0,0.0
452,6,714.0,0,0.0,0.0
453,4,650.0,0,0.0,0.0
454,1,0.0,0,0.0,0.0
455,1,0.0,0,0.0,0.0
456,3,275.0,0,0.0,0.0
457,1,0.0,0,0.0,0.0
458,2,179.0,0,0.0,0.0
459,2,48.0,0,0.0,0.0
460,2,193.0,0,0.0,0.0
461,1,0.0,0,0.0,0.0
462,1,0.0,0,0.0,0.0
463,1,0.0,0,0.0,0.0
464,1,0.0,0,0.0,0.0
465,7,1198.0,1,49.99,30.500000000000004
466,2,86.0,0,0.0,0.0
467,1,0.0,0,0.0,0.0
468,3,145.0,0,0.0,0.0
469,3,325.0,0,0.0,0.0
470,3,195.0,0,0.0,0.0
471,1,0.0,0,0.0,0.0
472,1,0.0,0,0.0,0.0
473,2,64.0,0,0.0,0.0
474,1,0.0,0,0.0,0.0
475,2,251.0,0,0.0,0.0
476,1,0.0,0,0.0,0.0
477,3,402.0,0,0.0,0.0
478,1,0.0,0,0.0,0.0
479,1,0.0,0,0.0,0.0
480,1,0.0,0,0.0,0.0
481,2,133.0,0,0.0,0.0
482,1,0.0,0,0.0,0.0
483,3,371.0,0,0.0,0.0
484,1,0.0,0,0.0,0.0
485,1,0.0,0,0.0,0.0
486,1,0.0,0,0.0,0.0
487,2,30.0,0,0.0,0.0
488,2,29.0,0,0.0,0.0
489,1,0.0,0,0.0,0.0
490,1,0.0,0,0.0,0.0
491,1,0.0,0,0.0,0.0
492,1,0.0,0,0.0,0.0
493,1,0.0,0,0.0,0.0
494,3,410.0,0,0.0,0.0
495,1,0.0,0,0.0,0.0
496,1,0.0,0,0.0,0.0
497,1,0.0,0,0.0,0.0
498,3,556.0,0,0.0,0.0
499,1,0.0,0,0.0,0.0
500,1,0.0,0,0.0,0.0
501,1,0.0,0,0.0,0.0
502,2,295.0,0,0.0,0.0
503,1,0.0,0,0.0,0.0
504,1,0.0,0,0.0,0.0
505,1,0.0,0,0.0,0.0
506,1,0.0,0,0.0,0.0
507,7,781.0,1,49.99,30.500000000000004
508,1,0.0,0,0.0,0.0
509,1,0.0,0,0.0,0.0
510,3,340.0,0,0.0,0.0
511,1,0.0,0,0.0,0.0
512,6,779.0,0,0.0,0.0
513,1,0.0,0,0.0,0.0
514,3,160.0,0,0.0,0.0
515,3,168.0,0,0.0,0.0
516,1,0.0,0,0.0,0.0
517,1,0.0,0,0.0,0.0
518,4,528.0,0,0.0,0.0
519,1,0.0,0,0.0,0.0
520,2,144.0,0,0.0,0.0
521,4,407.0,0,0.0,0.0
522,1,0.0,0,0.0,0.0
523,1,0.0,0,0.0,0.0
524,1,0.0,0,0.0,0.0
525,2,313.0,0,0.0,0.0
526,1,0.0,0,0.0,0.0
527,2,48.0,0,0.0,0.0
528,2,287.0,0,0.0,0.0
529,1,0.0,0,0.0,0.0
530,1,0.0,0,0.0,0.0
531,1,0.0,0,0.0,0.0
532,1,0.0,0,0.0,0.0
533,3,461.0,0,0.0,0.0
534,1,0.0,0,0.0,0.0
535,5,382.0,0,0.0,0.0
536,7,990.0,1,49.99,30.500000000000004
537,1,0.0,0,0.0,0.0
538,1,0.0,0,0.0,0.0
539,4,383.0,0,0.0,0.0
540,1,0.0,0,0.0,0.0
541,2,190.0,0,0.0,0.0
542,1,0.0,0,0.0,0.0
543,2,319.0,0,0.0,0.0
544,5,431.0,0,0.0,0.0
545,6,778.0,0,0.0,0.0
546,3,271.0,0,0.0,0.0
547,3,369.0,0,0.0,0.0
548,1,0.0,0,0.0,0.0
549,3,360.0,0,0.0,0.0
550,3,199.0,0,0.0,0.0
551,1,0.0,0,0.0,0.0
552,1,0.0,0,0.0,0.0
553,6,611.0,0,0.0,0.0
554,1,0.0,0,0.0,0.0
555,1,0.0,0,0.0,0.0
556,1,0.0,0,0.0,0.0
557,1,0.0,0,0.0,0.0
558,1,0.0,0,0.0,0.0
559,3,416.0,0,0.0,0.0
560,1,0.0,0,0.0,0.0
561,1,0.0,0,0.0,0.0
562,4,319.0,0,0.0,0.0
563,3,254.0,0,0.0,0.0
564,4,482.0,0,0.0,0.0
565,1,0.0,0,0.0,0.0
566,1,0.0,0,0.0,0.0
567,1,0.0,0,0.0,0.0
568,1,0.0,0,0.0,0.0
569,3,489.0,0,0.0,0.0
570,1,0.0,0,0.0,0.0
571,3,423.0,0,0.0,0.0
572,1,0.0,0,0.0,0.0
573,1,0.0,0,0.0,0.0
574,1,0.0,0,0.0,0.0
575,1,0.0,0,0.0,0.0
576,1,0.0,0,0.0,0.0
577,2,213.0,0,0.0,0.0
578,2,181.0,0,0.0,0.0
579,3,413.0,0,0.0,0.0
580,1,0.0,0,0.0,0.0
581,6,791.0,0,0.0,0.0
582,2,243.0,0,0.0,0.0
583,1,0.0,0,0.0,0.0
584,1,0.0,0,0.0,0.0
585,3,190.0,0,0.0,0.0
586,1,0.0,0,0.0,0.0
587,1,0.0,0,0.0,0.0
588,1,0.0,0,0.0,0.0
589,1,0.0,0,0.0,0.0
590,1,0.0,0,0.0,0.0
591,1,0.0,0,0.0,0.0
592,2,103.0,0,0.0,0.0
593,1,0.0,0,0.0,0.0
594,1,0.0,0,0.0,0.0
595,3,423.0,0,0.0,0.0
596,1,0.0,0,0.0,0.0
597,1,0.0,0,0.0,0.0
598,3,335.0,0,0.0,0.0
599,1,0.0,0,0.0,0.0
600,1,0.0,0,0.0,0.0
601,1,0.0,0,0.0,0.0
602,3,149.0,0,0.0,0.0
603,2,214.0,0,0.0,0.0
604,3,561.0,0,0.0,0.0
605,1,0.0,0,0.0,0.0
606,1,0.0,0,0.0,0.0
607,1,0.0,0,0.0,0.0
608,1,0.0,0,0.0,0.0
609,1,0.0,0,0.0,0.0
610,1,0.0,0,0.0,0.0
611,6,723.0,0,0.0,0.0
612,1,0.0,0,0.0,0.0
613,3,251.0,0,0.0,0.0
614,4,588.0,0,0.0,0.0
615,7,1153.0,1,49.99,30.500000000000004
616,1,0.0,0,0.0,0.0
617,1,0.0,0,0.0,0.0
618,1,0.0,0,0.0,0.0
619,1,0.0,0,0.0,0.0
620,2,83.0,0,0.0,0.0
621,1,0.0,0,0.0,0.0
622,1,0.0,0,0.0,0.0
623,1,0.0,0,0.0,0.0
624,4,397.0,0,0.0,0.0
625,1,0.0,0,0.0,0.0
626,1,0.0,0,0.0,0.0
627,3,81.0,0,0.0,0.0
628,4,609.0,0,0.0,0.0
629,1,0.0,0,0.0,0.0
630,1,0.0,0,0.0,0.0
631,5,616.0,0,0.0,0.0
632,1,0.0,0,0.0,0.0
633,3,378.0,0,0.0,0.0
634,1,0.0,0,0.0,0.0
635,2,172.0,0,0.0,0.0
636,3,346.0,0,0.0,0.0
637,4,638.0,0,0.0,0.0
638,1,0.0,0,0.0,0.0
639,7,1395.0,1,49.99,30.500000000000004
640,3,567.0,0,0.0,0.0
641,3,206.0,0,0.0,0.0
642,3,276.0,0,0.0,0.0
643,2,209.0,0,0.0,0.0
644,1,0.0,0,0.0,0.0
645,1,0.0,0,0.0,0.0
646,1,0.0,0,0.0,0.0
647,2,149.0,0,0.0,0.0
648,1,0.0,0,0.0,0.0
649,1,0.0,0,0.0,0.0
650,1,0.0,0,0.0,0.0
651,3,389.0,0,0.0,0.0
652,1,0.0,0,0.0,0.0
653,1,0.0,0,0.0,0.0
654,1,0.0,0,0.0,0.0
655,1,0.0,0,0.0,0.0
656,3,117.0,0,0.0,0.0
657,1,0.0,0,0.0,0.0
658,2,97.0,0,0.0,0.0
659,2,284.0,0,0.0,0.0
660,6,899.0,0,0.0,0.0
661,1,0.0,0,0.0,0.0
662,1,0.0,0,0.0,0.0
663,1,0.0,0,0.0,0.0
664,3,386.0,0,0.0,0.0
665,1,0.0,0,0.0,0.0
666,4,487.0,0,0.0,0.0
667,1,0.0,0,0.0,0.0
668,3,281.0,0,0.0,0.0
669,1,0.0,0,0.0,0.0
670,1,0.0,0,0.0,0.0
671,3,241.0,0,0.0,0.0
672,2,252.0,0,0.0,0.0
673,1,0.0,0,0.0,0.0
674,2,174.0,0,0.0,0.0
675,1,0.0,0,0.0,0.0
676,4,410.0,0,0.0,0.0
677,1,0.0,0,0.0,0.0
678,1,0.0,0,0.0,0.0
679,2,97.0,0,0.0,0.0
680,3,253.0,0,0.0,0.0
681,1,0.0,0,0.0,0.0
682,5,558.0,0,0.0,0.0
683,1,0.0,0,0.0,0.0
684,1,0.0,0,0.0,0.0
685,1,0.0,0,0.0,0.0
686,6,703.0,0,0.0,0.0
687,1,0.0,0,0.0,0.0
688,6,781.0,0,0.0,0.0
689,1,0.0,0,0.0,0.0
690,2,128.0,0,0.0,0.0
691,1,0.0,0,0.0,0.0
692,3,342.0,0,0.0,0.0
693,2,322.0,0,0.0,0.0
694,1,0.0,0,0.0,0.0
695,1,0.0,0,0.0,0.0
696,3,408.0,0,0.0,0.0
697,1,0.0,0,0.0,0.0
698,1,0.0,0,0.0,0.0
699,1,0.0,0,0.0,0.0
700,1,0.0,0,0.0,0.0
701,1,0.0,0,0.0,0.0
702,1,0.0,0,0.0,0.0
703,1,0.0,0,0.0,0.0
704,1,0.0,0,0.0,0.0
705,1,0.0,0,0.0,0.0
706,1,0.0,0,0.0,0.0
707,1,0.0,0,0.0,0.0
708,1,0.0,0,0.0,0.0
709,1,0.0,0,0.0,0.0
710,1,0.0,0,0.0,0.0
711,3,292.0,0,0.0,0.0
712,1,0.0,0,0.0,0.0
713,1,0.0,0,0.0,0.0
714,1,0.0,0,0.0,0.0
715,1,0.0,0,0.0,0.0
716,1,0.0,0,0.0,0.0
717,1,0.0,0,0.0,0.0
718,1,0.0,0,0.0,0.0
719,6,786.0,0,0.0,0.0
720,1,0.0,0,0.0,0.0
721,3,347.0,0,0.0,0.0
722,1,0.0,0,0.0,0.0
723,4,544.0,0,0.0,0.0
724,1,0.0,0,0.0,0.0
725,1,0.0,0,0.0,0.0
726,3,190.0,0,0.0,0.0
727,1,0.0,0,0.0,0.0
728,2,183.0,0,0.0,0.0
729,1,0.0,0,0.0,0.0
730,1,0.0,0,0.0,0.0
731,6,625.0,0,0.0,0.0
732,7,1062.0,1,49.99,30.500000000000004
733,1,0.0,0,0.0,0.0
734,3,377.0,0,0.0,0.0
735,1,0.0,0,0.0,0.0
736,4,800.0,0,0.0,0.0
737,3,128.0,0,0.0,0.0
738,4,741.0,0,0.0,0.0
739,1,0.0,0,0.0,0.0
740,1,0.0,0,0.0,0.0
741,3,359.0,0,0.0,0.0
742,1,0.0,0,0.0,0.0
743,5,689.0,0,0.0,0.0
744,3,213.0,0,0.0,0.0
745,1,0.0,0,0.0,0.0
746,3,99.0,0,0.0,0.0
747,1,0.0,0,0.0,0.0
748,2,346.0,0,0.0,0.0
749,1,0.0,0,0.0,0.0
750,7,1058.0,1,49.99,30.500000000000004
751,3,266.0,0,0.0,0.0
752,1,0.0,0,0.0,0.0
753,1,0.0,0,0.0,0.0
754,1,0.0,0,0.0,0.0
755,3,224.0,0,0.0,0.0
756,1,0.0,0,0.0,0.0
757,1,0.0,0,0.0,0.0
758,1,0.0,0,0.0,0.0
759,1,0.0,0,0.0,0.0
760,1,0.0,0,0.0,0.0
761,1,0.0,0,0.0,0.0
762,1,0.0,0,0.0,0.0
763,1,0.0,0,0.0,0.0
764,2,200.0,0,0.0,0.0
765,1,0.0,0,0.0,0.0
766,1,0.0,0,0.0,0.0
767,1,0.0,0,0.0,0.0
